model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Strat-Imp-Aware (f*_imp),1.0,-1.482756495475769,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]","[1.171289324760437, -0.7527154684066772, 1.406715750694275, 0.76628577709198, -0.8319739103317261, 0.04576469957828522, 0.13348457217216492, -0.3447693884372711]",1785,503,0.28179271708683473
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",1911,649,0.3396127681841968
Strategic (f*_s),1.0,-1.921643853187561,"[0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421]","[1.2260067462921143, -0.9413093328475952, 1.2181042432785034, 0.6776920557022095, -0.6004040241241455, 0.30196303129196167, 0.12322439253330231, -0.7291804552078247]",1742,393,0.22560275545350172
Strat-Imp-Aware (f*_imp),1.0,-1.4729900360107422,"[0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421, 0.6499999761581421]","[1.105155110359192, -0.8362797498703003, 1.6499379873275757, 0.6490086913108826, -0.9349265694618225, 0.2822098135948181, 0.19102703034877777, -0.6059604287147522]",2225,768,0.3451685393258427
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",2582,894,0.34624322230828813
Strategic (f*_s),1.0,-3.1094775199890137,"[0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]","[1.2531275749206543, -0.9400044083595276, 1.1901826858520508, 0.6169673204421997, -0.6241586208343506, 0.3059465289115906, 0.14201876521110535, -0.6884456276893616]",2509,506,0.20167397369469908
Strat-Imp-Aware (f*_imp),1.0,-2.485788345336914,"[0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]","[1.1896740198135376, -1.1954163312911987, 1.7046103477478027, 0.8988402485847473, -0.7916637063026428, 0.24367479979991913, 0.21680250763893127, -0.76926589012146]",3275,1274,0.3890076335877863
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3022,1092,0.3613500992720053
Strategic (f*_s),1.0,-7.187387943267822,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[1.4456884860992432, -0.9547786712646484, 1.0964546203613281, 0.6367732286453247, -0.6882126331329346, 0.344455361366272, 0.20735907554626465, -0.7252774834632874]",3041,555,0.18250575468595856
Strat-Imp-Aware (f*_imp),1.0,-0.8907995223999023,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.5358043313026428, -0.2123894989490509, 0.3920351564884186, 0.2973014712333679, -0.0985201969742775, 0.04710721969604492, 0.11267255246639252, -0.1647368222475052]",5125,2446,0.4772682926829268
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3027,1093,0.3610835811034027
Strategic (f*_s),1.0,-14.8431978225708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.7437992095947266, -1.1139839887619019, 1.3506211042404175, 0.631885826587677, -0.9925153851509094, 0.380949467420578, 0.33994075655937195, -0.7969270348548889]",2233,232,0.1038961038961039
Strat-Imp-Aware (f*_imp),1.0,-2.0034971237182617,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.3283205032348633, -0.1292533129453659, 0.7211489677429199, 0.11909002810716629, -0.21728864312171936, 0.06808317452669144, -0.0678512454032898, -0.11267105489969254]",5954,2855,0.4795095733960363
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3027,1057,0.34919061777337296
Strategic (f*_s),1.0,-14.8431978225708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.7437992095947266, -1.1139839887619019, 1.3506211042404175, 0.631885826587677, -0.9925153851509094, 0.380949467420578, 0.33994075655937195, -0.7969270348548889]",2233,232,0.1038961038961039
Strat-Imp-Aware (f*_imp),1.0,-2.69193696975708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.6953750848770142, -0.20936110615730286, 0.3004508316516876, 0.27492937445640564, -0.19944335520267487, 0.02276843599975109, -0.0068402960896492004, -0.20528848469257355]",5992,2968,0.4953271028037383
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3027,1057,0.34919061777337296
Strategic (f*_s),1.0,-14.8431978225708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.7437992095947266, -1.1139839887619019, 1.3506211042404175, 0.631885826587677, -0.9925153851509094, 0.380949467420578, 0.33994075655937195, -0.7969270348548889]",2233,232,0.1038961038961039
Strat-Imp-Aware (f*_imp),1.0,-2.69193696975708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.6953750848770142, -0.20936110615730286, 0.3004508316516876, 0.27492937445640564, -0.19944335520267487, 0.02276843599975109, -0.0068402960896492004, -0.20528848469257355]",5992,2968,0.4953271028037383
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3027,1057,0.34919061777337296
Strategic (f*_s),1.0,-14.8431978225708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.7437992095947266, -1.1139839887619019, 1.3506211042404175, 0.631885826587677, -0.9925153851509094, 0.380949467420578, 0.33994075655937195, -0.7969270348548889]",2233,232,0.1038961038961039
Strat-Imp-Aware (f*_imp),1.0,-2.69193696975708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.6953750848770142, -0.20936110615730286, 0.3004508316516876, 0.27492937445640564, -0.19944335520267487, 0.02276843599975109, -0.0068402960896492004, -0.20528848469257355]",5992,2968,0.4953271028037383
Optimal Linear classifier (f*),1.0,-0.00921291671693325,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.330912470817566, -0.8942474126815796, 1.1189302206039429, 0.6053418517112732, -0.625472366809845, 0.2754731774330139, 0.2139720469713211, -0.7014183402061462]",3027,1057,0.34919061777337296
Strategic (f*_s),1.0,-14.8431978225708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.7437992095947266, -1.1139839887619019, 1.3506211042404175, 0.631885826587677, -0.9925153851509094, 0.380949467420578, 0.33994075655937195, -0.7969270348548889]",2233,232,0.1038961038961039
Strat-Imp-Aware (f*_imp),1.0,-2.69193696975708,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.6953750848770142, -0.20936110615730286, 0.3004508316516876, 0.27492937445640564, -0.19944335520267487, 0.02276843599975109, -0.0068402960896492004, -0.20528848469257355]",5992,2968,0.4953271028037383
